VIV_SEL,H_MUD,CD,ENT,MUN,LOC,AGEB,PRO_VIV,PER,R_DEF,FCHDEFDIA,FCHDEFMES,FCHDEFH_I,FCHDEFM_I,FCHDEFH_T,FCHDEFM_T,R_INF,R_SEL,SEL_SIT,SEL_SUST,N_ENT,N_TEL,SUP,NOM_ENT,CLV_ENT,NOM_JE,CLV_JE,TIPO_CUEST,AP1_1,AP1_2,AP2_1,AP2_2,AP2_3,AP2_4,FAC_VIV,DOMINIO,UPM,UPM_DIS,EST,EST_DIS
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","1426.2992
","U
","3008111
","21490
","3
","0420
"
"04
","0
","50
","30
","028
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","2
","1
","3
","1
","
","
","1426.2992
","U
","3008111
","21490
","3
","0420
"
"05
","0
","50
","30
","028
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","2
","1
","1
","1
","
","
","1426.2992
","U
","3008111
","21490
","3
","0420
"
"01
","0
","46
","30
","133
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","997.6889
","U
","3009495
","21500
","2
","0370
"
"02
","0
","46
","30
","133
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","1
","4
","1
","
","
","997.6889
","U
","3009495
","21500
","2
","0370
"
"03
","0
","46
","30
","133
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","1
","1
","
","
","997.6889
","U
","3009495
","21500
","2
","0370
"
"04
","0
","46
","30
","133
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","5
","2
","02
","4
","997.6889
","U
","3009495
","21500
","2
","0370
"
"05
","0
","46
","30
","133
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","5
","1
","
","
","997.6889
","U
","3009495
","21500
","2
","0370
"
"01
","0
","46
","30
","133
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","3
","2
","2
","1
","
","
","798.1511
","U
","3009497
","21510
","2
","0370
"
"02
","0
","46
","30
","133
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","798.1511
","U
","3009497
","21510
","2
","0370
"
"03
","0
","46
","30
","133
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","798.1511
","U
","3009497
","21510
","2
","0370
"
"05
","0
","46
","30
","133
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","798.1511
","U
","3009497
","21510
","2
","0370
"
"01
","0
","46
","30
","133
","0002
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","1031.7979
","U
","3009510
","21520
","2
","0370
"
"02
","0
","46
","30
","133
","0002
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","1031.7979
","U
","3009510
","21520
","2
","0370
"
"03
","0
","46
","30
","133
","0002
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","5
","1
","
","
","1031.7979
","U
","3009510
","21520
","2
","0370
"
"04
","0
","46
","30
","133
","0002
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","1031.7979
","U
","3009510
","21520
","2
","0370
"
"01
","0
","46
","30
","133
","0002
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","5
","1
","
","
","751.6236
","U
","3009528
","21530
","1
","0360
"
"02
","0
","46
","30
","133
","0002
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","751.6236
","U
","3009528
","21530
","1
","0360
"
"03
","0
","46
","30
","133
","0002
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","5
","1
","
","
","751.6236
","U
","3009528
","21530
","1
","0360
"
"04
","0
","46
","30
","133
","0002
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","1
","1
","
","
","751.6236
","U
","3009528
","21530
","1
","0360
"
"05
","0
","46
","30
","133
","0002
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","751.6236
","U
","3009528
","21530
","1
","0360
"
"01
","0
","46
","30
","133
","0012
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","890.095
","U
","3009567
","21540
","2
","0370
"
"02
","0
","46
","30
","133
","0012
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","890.095
","U
","3009567
","21540
","2
","0370
"
"03
","0
","46
","30
","133
","0012
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","890.095
","U
","3009567
","21540
","2
","0370
"
"05
","0
","46
","30
","133
","0012
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","890.095
","U
","3009567
","21540
","2
","0370
"
"01
","0
","50
","30
","193
","0060
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","634.1845
","U
","3010264
","21550
","1
","0400
"
"02
","0
","50
","30
","193
","0060
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","634.1845
","U
","3010264
","21550
","1
","0400
"
"03
","0
","50
","30
","193
","0060
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","5
","1
","
","
","634.1845
","U
","3010264
","21550
","1
","0400
"
"04
","0
","50
","30
","193
","0060
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","1
","1
","
","
","634.1845
","U
","3010264
","21550
","1
","0400
"
"05
","0
","50
","30
","193
","0060
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","634.1845
","U
","3010264
","21550
","1
","0400
"
"02
","0
","50
","30
","193
","0181
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","785.554
","U
","3010336
","21560
","2
","0410
"
"03
","0
","50
","30
","193
","0181
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","5
","1
","
","
","785.554
","U
","3010336
","21560
","2
","0410
"
"04
","0
","50
","30
","193
","0181
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","1
","1
","
","
","785.554
","U
","3010336
","21560
","2
","0410
"
"05
","0
","50
","30
","193
","0181
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","785.554
","U
","3010336
","21560
","2
","0410
"
"02
","0
","50
","30
","193
","0217
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","1
","4
","1
","
","
","907.1058
","U
","3010362
","21570
","4
","0430
"
"04
","0
","50
","30
","193
","0217
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","1
","2
","1
","
","
","907.1058
","U
","3010362
","21570
","4
","0430
"
"01
","0
","50
","30
","193
","0230
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","773.8645
","U
","3010457
","21580
","2
","0410
"
"02
","0
","50
","30
","193
","0230
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","773.8645
","U
","3010457
","21580
","2
","0410
"
"03
","0
","50
","30
","193
","0230
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","7
","1
","
","
","773.8645
","U
","3010457
","21580
","2
","0410
"
"04
","0
","50
","30
","193
","0230
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","773.8645
","U
","3010457
","21580
","2
","0410
"
"02
","0
","50
","30
","193
","0231
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","787.6722
","U
","3010461
","21590
","2
","0410
"
"03
","0
","50
","30
","193
","0231
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","787.6722
","U
","3010461
","21590
","2
","0410
"
"04
","0
","50
","30
","193
","0231
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","5
","1
","
","
","787.6722
","U
","3010461
","21590
","2
","0410
"
"01
","0
","50
","30
","193
","0232
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","770.6368
","U
","3010483
","21600
","2
","0410
"
"02
","0
","50
","30
","193
","0232
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","770.6368
","U
","3010483
","21600
","2
","0410
"
"03
","0
","50
","30
","193
","0232
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","770.6368
","U
","3010483
","21600
","2
","0410
"
"04
","0
","50
","30
","193
","0232
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","770.6368
","U
","3010483
","21600
","2
","0410
"
"05
","0
","50
","30
","193
","0232
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","1
","6
","1
","
","
","770.6368
","U
","3010483
","21600
","2
","0410
"
"01
","0
","52
","31
","050
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","999.7995
","U
","3100223
","21610
","3
","0310
"
"02
","0
","52
","31
","050
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","5
","1
","
","
","999.7995
","U
","3100223
","21610
","3
","0310
"
"03
","0
","52
","31
","050
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","999.7995
","U
","3100223
","21610
","3
","0310
"
"04
","0
","52
","31
","050
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","999.7995
","U
","3100223
","21610
","3
","0310
"
"01
","0
","52
","31
","050
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","1056.8943
","U
","3100232
","21620
","2
","0300
"
"02
","0
","52
","31
","050
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","1
","1
","
","
","1056.8943
","U
","3100232
","21620
","2
","0300
"
"03
","0
","52
","31
","050
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","1056.8943
","U
","3100232
","21620
","2
","0300
"
"04
","0
","52
","31
","050
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","5
","1
","
","
","1056.8943
","U
","3100232
","21620
","2
","0300
"
"05
","0
","52
","31
","050
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","1056.8943
","U
","3100232
","21620
","2
","0300
"
"01
","0
","52
","31
","050
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","7
","1
","
","
","1001.4718
","U
","3100243
","21630
","2
","0300
"
"02
","0
","52
","31
","050
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","1001.4718
","U
","3100243
","21630
","2
","0300
"
"03
","0
","52
","31
","050
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","5
","1
","
","
","1001.4718
","U
","3100243
","21630
","2
","0300
"
"04
","0
","52
","31
","050
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","1001.4718
","U
","3100243
","21630
","2
","0300
"
"05
","0
","52
","31
","050
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","1001.4718
","U
","3100243
","21630
","2
","0300
"
"01
","0
","52
","31
","050
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","1090.8262
","U
","3100349
","21640
","2
","0300
"
"03
","0
","52
","31
","050
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","1090.8262
","U
","3100349
","21640
","2
","0300
"
"04
","0
","52
","31
","050
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","1090.8262
","U
","3100349
","21640
","2
","0300
"
"01
","0
","52
","31
","050
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","6
","1
","
","
","1288.5448
","U
","3100409
","21650
","2
","0300
"
"02
","0
","52
","31
","050
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","1288.5448
","U
","3100409
","21650
","2
","0300
"
"03
","0
","52
","31
","050
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","1288.5448
","U
","3100409
","21650
","2
","0300
"
"04
","0
","52
","31
","050
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","1288.5448
","U
","3100409
","21650
","2
","0300
"
"05
","0
","52
","31
","050
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","8
","1
","
","
","1288.5448
","U
","3100409
","21650
","2
","0300
"
"01
","0
","52
","31
","050
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","1352.878
","U
","3100448
","21660
","4
","0320
"
"02
","0
","52
","31
","050
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","2
","02
","1
","1352.878
","U
","3100448
","21660
","4
","0320
"
"03
","0
","52
","31
","050
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","1352.878
","U
","3100448
","21660
","4
","0320
"
"04
","0
","52
","31
","050
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","1352.878
","U
","3100448
","21660
","4
","0320
"
"01
","0
","52
","31
","050
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","1070.2931
","U
","3100526
","21670
","3
","0310
"
"02
","0
","52
","31
","050
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","1070.2931
","U
","3100526
","21670
","3
","0310
"
"03
","0
","52
","31
","050
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","6
","2
","02
","2
","1070.2931
","U
","3100526
","21670
","3
","0310
"
"05
","0
","52
","31
","050
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","7
","1
","
","
","1070.2931
","U
","3100526
","21670
","3
","0310
"
"01
","0
","52
","31
","050
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","6
","1
","
","
","1152.3889
","U
","3100554
","21680
","2
","0300
"
"02
","0
","52
","31
","050
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","5
","1
","
","
","1152.3889
","U
","3100554
","21680
","2
","0300
"
"03
","0
","52
","31
","050
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","1152.3889
","U
","3100554
","21680
","2
","0300
"
"04
","0
","52
","31
","050
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","1152.3889
","U
","3100554
","21680
","2
","0300
"
"05
","0
","52
","31
","050
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","5
","1
","
","
","1152.3889
","U
","3100554
","21680
","2
","0300
"
"01
","0
","52
","31
","050
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","1481.4264
","U
","3100570
","21690
","2
","0300
"
"02
","0
","52
","31
","050
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","1481.4264
","U
","3100570
","21690
","2
","0300
"
"04
","0
","52
","31
","050
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","1481.4264
","U
","3100570
","21690
","2
","0300
"
"05
","0
","52
","31
","050
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","1481.4264
","U
","3100570
","21690
","2
","0300
"
"02
","0
","52
","31
","050
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","1
","1
","
","
","1438.2841
","U
","3100582
","21700
","4
","0320
"
"03
","0
","52
","31
","050
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","1
","3
","2
","02
","2
","1438.2841
","U
","3100582
","21700
","4
","0320
"
"04
","0
","52
","31
","050
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
